ApartmentName,Address,AgentName,AgentPhone,AgentEmail,Reviews,ZipCode,CrimeRate,AirQualityIndex,PopulationDensity,Store,Mall,DistanceGroceryStore,DistanceBusStop,DistanceMall,BathroomCount,BedroomCount,Size,Rent,Floor,RestaurantName,Type,Hospitals,HospType
Witchlyn Heights,4133 leroy,Prent Malone,(641) 836-8613,p.malone@abc.com,3.3,77505,30,5,80,Store495,Mall495,4.3,6.8,2.6,2,3,4309,1291,3,Staybridge Suites Dia,Hotel,MARSHALL MEDICAL CENTER SOUTH,Trauma centre
Marblemoor Tower,6024 dan ryan ob stevenson ob,Prent Malone,(641) 836-8613,p.malone@abc.com,4.3,71758,28,12,135,Store371,Mall371,10.1,8,4.3,2,2,1943,1259,3,Groovy Granola,Hotel,MARSHALL MEDICAL CENTER SOUTH,Rehabilitation
Jankeep Apartment,6846 michigan lower,Larina De gruttola,(501) 603-9143,l.de@abc.com,1.1,71121,29,9,103,Store524,Mall524,3.9,2.5,10.8,2,3,4195,2016,4,Watkins Glen State Park Lower Gorge Snack,Cafe,MARSHALL MEDICAL CENTER SOUTH,Children's hospital
Ostlea Residency,9330 schubert,Falito Stepniewska,(757) 910-4764,f.stepniewska@abc.com,3.7,71328,14,6,146,Store152,Mall152,1,4,4.2,2,2,4364,1636,4,Cool Beans Playhouse ,Cafe,MARSHALL MEDICAL CENTER SOUTH,Geriatric
Westviolet Heights,7695 mason,Hyatt Sidabras,(308) 903-5310,h.sidabras@abc.com,4.4,71467,24,1,77,Store995,Mall995,4.5,10.2,10.1,1,1,2148,1670,3,Tulip Caterer,FineDining,MARSHALL MEDICAL CENTER SOUTH,Psychiatric
Brookdale Tower,5140 plainfield,Jose Sorvillo,(816) 238-5298,j.sorvillo@abc.com,4.7,76981,21,10,91,Store34,Mall34,9.5,4.6,3.1,1,1,2211,872,2,Dear Sub,Takeout,MARSHALL MEDICAL CENTER SOUTH,Trauma centre
Rosegriffin Apartment,2711 dan ryan 71st st,Juliette Reaney,(630) 881-4094,j.reaney@abc.com,5,73682,8,10,145,Store51,Mall51,2.1,10.3,1.6,1,1,2288,1367,3,Fuffi 2000,FineDining,OAKLAWN HOSPITAL,Rehabilitation
Rosewood Residency,3871 tremont,Ignazio Lakey,(770) 951-2114,i.lakey@abc.com,4.3,72481,25,3,85,Store500,Mall500,4,3.2,4.8,1,1,4224,991,4,Smother Brothers,FineDining,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Children's hospital
Shadowbridge Heights,449 kennedy lawrence av,Lizzy Von salis,(215) 609-3383,l.von@abc.com,5,73940,10,9,96,Store617,Mall617,8.5,1.1,9,2,3,3996,982,3,Franklin Square Senior Center,FineDining,SPARROW CARSON HOSPITAL,Geriatric
Swynness Tower,9040 nordica,Lonni Dangerfield,(410) 228-8008,l.dangerfield@abc.com,1.3,74664,25,11,140,Store323,Mall323,5.7,4.2,2.7,1,1,1935,1175,4,Christian Faith Fellowship,Coffehouse,MIDMICHIGAN MEDICAL CENTER-CLARE,Psychiatric
Fogcoast Apartment,1687 lsd grand av,Rosalia Liber,(646) 475-0274,r.liber@abc.com,3.1,77999,24,4,95,Store70,Mall70,2.4,9.7,3.8,2,3,4450,782,2,Basil Docs Crestmoor,Coffehouse,MCLAREN GREATER LANSING,Trauma centre
Eastmill Residency,5478 coulter,Kelsi Eccles,(774) 479-3729,k.eccles@abc.com,3.2,71313,11,12,109,Store199,Mall199,3.7,2.4,8.5,2,3,1653,2164,4,Gianas Deli & Catering,FineDining,MCLAREN GREATER LANSING,Rehabilitation
Clearsea Heights,8698 montana,Rancell Dethridge,(586) 310-4769,r.dethridge@abc.com,2.7,77009,29,2,136,Store568,Mall568,7.2,3.5,5.8,1,1,3126,1784,3,Glaze,FineDining,ST JOHN HOSPITAL AND MEDICAL CENTER,Children's hospital
Starrybell Tower,8105 railroad,Kimmy Milley,(325) 940-2964,k.milley@abc.com,4.3,73595,12,1,162,Store239,Mall239,5.5,8.8,3,2,3,4082,1483,4,Darcys Dogs & Shrimp Shack,Tavern,MCLAREN GREATER LANSING,Geriatric
Wayford Apartment,5962 ainslie,Evelyn Scanlon,(331) 232-0231,e.scanlon@abc.com,5,71666,15,3,103,Store840,Mall840,3.8,5.4,3.9,2,2,1546,1227,4,Chuys,FineDining,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Westwilde Residency,3252 financial,Kiel Shropshire,(601) 736-4150,k.shropshire@abc.com,2.4,77716,12,7,55,Store709,Mall709,2,2.3,7.6,2,2,3748,914,2,Blue Bayou,Bar,GARDEN CITY HOSPITAL,Trauma centre
Silvermeadow Heights,6385 lacey,Florrie Hickson,(470) 718-7838,f.hickson@abc.com,2.7,76871,25,1,94,Store62,Mall62,1.7,3.7,5.8,2,2,1910,2066,3,Recovery Sports Grill Amsterdam,Bar,MCLAREN PORT HURON,Rehabilitation
Woodgate Tower,7161 addison,Marji Nureddin,(419) 883-0483,m.nureddin@abc.com,2.1,77013,19,1,71,Store243,Mall243,4.3,7.6,3,2,3,2271,510,2,Coffee Beaner,Bar,SPARROW CARSON HOSPITAL,Children's hospital
Brightmage Apartment,9113 stewart,Gordy Votey,(919) 257-3641,g.votey@abc.com,3.7,76761,20,1,188,Store341,Mall341,1.8,5.2,2.7,2,2,2467,854,4,Restaurant Depot,Hotel,BEAUMONT HOSPITAL - TRENTON,Geriatric
Stonecrest Residency,5368 augusta,Sherrie Frost,(339) 906-7501,s.frost@abc.com,5,77129,15,1,84,Store407,Mall407,5.5,3.8,1.5,1,1,1866,1054,4,Udderly Delicious,Hotel,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Psychiatric
Wheatbush Heights,4754 newgard,Burnaby Laskin,(682) 531-6927,b.laskin@abc.com,4.7,75184,11,5,89,Store639,Mall639,10,3,4.2,2,2,3812,2027,3,Childrens House,Icecream,MIDMICHIGAN MEDICAL CENTER-CLARE,Trauma centre
Greenwater Tower,6963 lsd fullerton av,Keely Zanella,(559) 632-3529,k.zanella@abc.com,2.8,74826,11,8,145,Store502,Mall502,5.5,1.5,1.7,2,3,3760,572,4,Ralphs Famous Italian Ices,Icecream,METRO HEALTH HOSPITAL,Rehabilitation
Esterwinter Apartment,4032 lytle,Lucien Lorenzen,(203) 182-7752,l.lorenzen@abc.com,5,78142,9,6,70,Store8,Mall8,5.6,4.9,5.6,2,3,4463,1017,4,Ralphs Ices,Icecream,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Children's hospital
Fallshore Residency,5710 meade,Wit Sgourakes,(417) 294-5621,w.sgourakes@abc.com,1.9,74328,13,5,80,Store131,Mall131,1.3,1.4,9.1,1,1,3648,474,4,Allegany Mountain Resort,Resort,ST JOSEPH MERCY HOSPITAL,Geriatric
Wildewinter Heights,7485 stevenson ib lsd sb,Minnnie Wheatley,(269) 478-6036,m.wheatley@abc.com,2.9,76328,26,3,114,Store763,Mall763,2.8,5.4,5.9,1,1,2090,873,2,Prince Umberto Ii,FineDining,OAKLAWN HOSPITAL,Psychiatric
Whiteton Tower,4755 hamlet,Naoma Rotnitzky,(407) 197-3945,n.rotnitzky@abc.com,2.1,71363,20,9,61,Store326,Mall326,2.5,9.7,5.3,1,1,2373,1837,4,Hayloft Pub,Pub,SPARROW CARSON HOSPITAL,Trauma centre
Marblelyn Apartment,7174 honore,Livvie Mccaslin,(563) 299-2564,l.mccaslin@abc.com,1,76981,21,10,91,Store921,Mall921,5.6,5.6,1.9,2,2,1617,1328,4,Homer Fire Dept Community Bldg,Cafeteria,ST JOSEPH MERCY HOSPITAL,Rehabilitation
Grassland Residency,4321 hirsch,Laney Aureli,(979) 463-6802,l.aureli@abc.com,3.9,71127,18,9,126,Store738,Mall738,3.8,5.6,2.9,2,2,4244,668,3,Villa Vitale,Resort,SPARROW CARSON HOSPITAL,Children's hospital
Greenlight Heights,2441 manton,Maddy Baum,(631) 472-7088,m.baum@abc.com,3.1,72402,24,6,185,Store862,Mall862,3.3,1.3,2.3,1,1,3408,418,2,Sandwich Works Cafe,Takeout,MIDMICHIGAN MEDICAL CENTER-CLARE,Geriatric
Dormill Tower,9686 i55 damen st,Reid Ford,(947) 368-2235,r.ford@abc.com,4.1,72166,30,12,132,Store727,Mall727,6.1,2.5,5.7,2,3,4435,475,3,Iannellis,FineDining,OAKLAWN HOSPITAL,Psychiatric
Wintercliff Apartment,4585 dan ryan ib stevenson,Ashien Silas,(830) 965-6005,a.silas@abc.com,4.7,72056,22,3,81,Store804,Mall804,9.3,2.2,3.9,2,2,1653,1051,3,Grand Royale Hotel,Hotel,MCLAREN MACOMB,Trauma centre
Shadowham Residency,3938 53rd,Carey Fulghum,(276) 745-8340,c.fulghum@abc.com,4.6,75682,9,8,61,Store580,Mall580,2.4,6,3.3,1,1,1840,1215,2,Jcc Coffee Shop,Coffeehouse,OAKLAWN HOSPITAL,Rehabilitation
Silverley Heights,9981 mason,Rodge Schnapp,(937) 135-1659,r.schnapp@abc.com,4.7,77370,22,6,92,Store628,Mall628,3.1,3.5,6.2,1,1,3720,1777,4,The Greenstone At Mels Bakery & Cafe Fse,Bakery,MCLAREN MACOMB,Children's hospital
Freyacre Tower,69 jackson,Murvyn Modestino,(616) 473-3914,m.modestino@abc.com,3.8,75338,26,6,162,Store413,Mall413,3.3,4,9.1,2,3,3654,1932,3,Balmoral Home,Hotel,ST JOHN HOSPITAL AND MEDICAL CENTER,Geriatric
Marblemage Apartment,2677 kirby,Donn Gabarro,(806) 422-0784,d.gabarro@abc.com,5,76364,8,12,150,Store737,Mall737,7.5,6.1,2.6,2,2,1695,982,2,Canton Express Restaurant,Hotel,MCLAREN PORT HURON,Psychiatric
Vertdeer Residency,8881 kearsarge,Sherrie Sniffen,(616) 581-4187,s.sniffen@abc.com,2.7,72443,27,2,156,Store973,Mall973,2.3,9.2,3.9,2,3,3936,457,4,Beggars Pizza,Pizzeria,BEAUMONT HOSPITAL - TAYLOR,Trauma centre
Freykeep Heights,167 bishop ford stony island av,Basilius Beck,(484) 823-0103,b.beck@abc.com,5,74612,18,1,165,Store245,Mall245,8.3,3,3.1,2,3,2869,1986,4,Pandali Restaurant,Cafe,MCLAREN MACOMB,Rehabilitation
Lochmead Tower,5711 dan ryan canalport av,Humbert Yerkes,(336) 130-9745,h.yerkes@abc.com,3.5,78022,17,7,104,Store415,Mall415,1.5,4,7.4,2,2,2968,1447,4,Ponys Pub,Pub,MCLAREN MACOMB,Children's hospital
Shorebridge Apartment,7262 moody,Mariel Lorizio,(971) 541-3493,m.lorizio@abc.com,5,75041,10,1,123,Store441,Mall441,2.2,3.4,2.5,2,3,1534,1623,2,Joshuas Cafe,Cafe,EDWARD W SPARROW HOSPITAL,Geriatric
Southwinter Residency,3199 dobson,Riordan Buckley,(682) 100-6682,r.buckley@abc.com,3.8,71540,22,7,83,Store950,Mall950,1.2,7.8,8.6,2,3,3674,809,2,Mangiamo Pizza,Pizzeria,MCLAREN GREATER LANSING,Psychiatric
Freybridge Heights,7345 erie,Zea Braddock,(828) 903-0141,z.braddock@abc.com,2.2,75640,15,3,164,Store220,Mall220,7.5,2.2,1.1,2,3,2292,520,3,Candlelight Tavern,Cafe,MCLAREN MACOMB,Trauma centre
Prybridge Tower,5869 19th,Veronike Clair,(646) 615-8037,v.clair@abc.com,4.3,77820,26,1,104,Store560,Mall560,3.2,8.3,2.9,1,1,2077,450,2,A & R Bakery,Bakery,MIDMICHIGAN MEDICAL CENTER-CLARE,Rehabilitation
Shadowsilver Apartment,8104 cabrini,Trent Witzel,(386) 150-8481,t.witzel@abc.com,5,74600,21,9,123,Store198,Mall198,9.4,1.7,1.4,1,1,3882,2144,2,Hotel Roosevelt,FineDining,SPARROW CARSON HOSPITAL,Children's hospital
Coastwald Residency,9804 elmdale,Zenia Carlyle,(336) 449-1711,z.carlyle@abc.com,5,72063,17,12,86,Store415,Mall415,8.6,2.3,7.9,1,1,2967,1681,3,Grammies Place,Takeout,MCLAREN GREATER LANSING,Geriatric
Lochfog Heights,2698 locust,Corny Bull,(330) 482-2800,c.bull@abc.com,3.5,75749,28,3,93,Store962,Mall962,4.2,1.1,3.3,2,2,3886,658,2,Kikkos Koffee House,Coffehouse,METRO HEALTH HOSPITAL,Psychiatric
Wellport Tower,6909 berenice,Shay Sasselov,(801) 226-0520,s.sasselov@abc.com,4.5,74419,12,12,133,Store225,Mall225,7.5,7.4,9,2,2,1778,2096,2,Staybridge Suites Dia,Hotel,FOREST HEALTH MEDICAL CENTER,Trauma centre
Shadowcastle Apartment,9392 hoey,Sullivan Drayton,(910) 331-7635,s.drayton@abc.com,1.6,73697,7,9,83,Store678,Mall678,8.6,3.6,8.1,2,3,2769,2153,2,Groovy Granola,Hotel,CRITTENTON HOSPITAL MEDICAL CENTER,Rehabilitation
Newwall Residency,6893 christiana,Waverly Martinez-ramos,(585) 319-4950,w.martinez-ramos@abc.com,2,72586,22,1,141,Store966,Mall966,5.3,9.6,4.4,1,1,3619,1698,4,Watkins Glen State Park Lower Gorge Snack,Cafe,FOREST HEALTH MEDICAL CENTER,Children's hospital
Valford Heights,9722 gresham,Sarena Bluestein,(240) 249-4189,s.bluestein@abc.com,5,73385,16,6,92,Store395,Mall395,2.5,8.8,7.4,1,1,3281,427,3,Cool Beans Playhouse ,Cafe,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Geriatric
Wintercrystal Tower,1371 algonquin,Cullan Whitehead,(708) 193-5948,c.whitehead@abc.com,1.5,72233,15,11,152,Store469,Mall469,9.5,4.7,8.5,2,2,3485,1055,3,Tulip Caterer,FineDining,ST JOHN HOSPITAL AND MEDICAL CENTER,Psychiatric
Butteroak Apartment,6424 lithuanian plaza,Carlie Rapping,(925) 333-5272,c.rapping@abc.com,5,76747,10,1,173,Store40,Mall40,1.2,7.4,5.2,2,2,3064,1971,4,Dear Sub,Takeout,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Trauma centre
Whitespell Residency,9357 woodland park,Dukey Nazarian,(541) 546-9875,d.nazarian@abc.com,1.9,75190,9,3,97,Store878,Mall878,6.1,8.5,2.5,2,3,4119,595,3,Fuffi 2000,FineDining,ST JOHN HOSPITAL AND MEDICAL CENTER,Rehabilitation
Faybridge Heights,7714 south water lower,Kele Donnan,(415) 663-2663,k.donnan@abc.com,4.5,73914,18,8,88,Store375,Mall375,6.4,5.8,10,2,2,2096,1686,4,Smother Brothers,FineDining,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Children's hospital
Southmerrow Tower,4994 kennedy washington bl,Norrie Stubson,(424) 555-6850,n.stubson@abc.com,1.1,74444,20,5,111,Store972,Mall972,6,2.1,1.9,1,1,2885,1642,3,Franklin Square Senior Center,FineDining,MCLAREN PORT HURON,Geriatric
Mornesse Apartment,785 park,Delcina Careghini,(360) 673-2827,d.careghini@abc.com,3.8,73761,9,4,147,Store313,Mall313,6.4,10,6.7,1,1,3450,1313,3,Christian Faith Fellowship,Coffehouse,ST JOSEPH MERCY HOSPITAL,Psychiatric
Eriston Residency,7581 hampden,Merilyn Leshabari,(901) 991-6159,m.leshabari@abc.com,5,77567,9,9,82,Store915,Mall915,2.3,1.2,6.1,2,2,2279,1431,4,Basil Docs Crestmoor,Coffehouse,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Trauma centre
Colddell Heights,3239 loring,Roby Kenward,(979) 537-7622,r.kenward@abc.com,5,76309,12,10,66,Store360,Mall360,6.1,6.4,6.5,2,2,2395,1302,4,Gianas Deli & Catering,FineDining,HENRY FORD WYANDOTTE HOSPITAL,Rehabilitation
Southness Tower,6016 wilson,Adolpho Ash-bernal,(571) 925-4821,a.ash-bernal@abc.com,1.9,73256,27,12,188,Store665,Mall665,5.8,6.6,6.9,2,2,2068,1351,3,Glaze,FineDining,OAKLAWN HOSPITAL,Children's hospital
Magecastle Apartment,3536 winthrop,Waldemar Triggs,(337) 846-4372,w.triggs@abc.com,3.2,71735,23,2,57,Store669,Mall669,5.8,6.9,2.9,2,2,3985,1982,3,Darcys Dogs & Shrimp Shack,Tavern,GARDEN CITY HOSPITAL,Geriatric
Cleardell Residency,6903 ridgewood,Callie Moure,(513) 856-4508,c.moure@abc.com,3.8,73368,24,10,96,Store868,Mall868,2.8,6.1,6.4,2,2,3942,756,3,Chuys,FineDining,MCLAREN LAPEER REGION,Psychiatric
Mapleley Heights,1148 peterson,Ephraim Ingrassia,(256) 242-8409,e.ingrassia@abc.com,4.6,74331,19,12,85,Store428,Mall428,3.8,2.1,5.2,2,2,4217,1254,2,Blue Bayou,Bar,MCLAREN MACOMB,Trauma centre
Coastedge Tower,4829 clark,Bevvy Bull,(617) 350-4288,b.bull@abc.com,5,76188,20,8,156,Store836,Mall836,8.6,6.5,5,2,3,2182,581,2,Recovery Sports Grill Amsterdam,Bar,ST JOHN RIVER DISTRICT HOSPITAL,Rehabilitation
Silvermage Apartment,9331 ellis,Casey Mas-colell,(309) 564-2150,c.mas-colell@abc.com,2.4,74478,8,7,137,Store470,Mall470,3,5.4,2.5,2,2,1530,2194,3,Coffee Beaner,Bar,ST JOHN HOSPITAL AND MEDICAL CENTER,Children's hospital
Westlea Residency,6937 wisner,Riva Flammia,(681) 149-3497,r.flammia@abc.com,3.1,74418,7,9,81,Store761,Mall761,10.7,5.1,3.5,1,1,4070,990,4,Restaurant Depot,Hotel,MCLAREN GREATER LANSING,Geriatric
Westerwyn Heights,8654 holden,Syman Skinner,(754) 320-5392,s.skinner@abc.com,3.2,71398,10,4,85,Store887,Mall887,2.9,2.9,8.3,2,3,1538,2126,3,Udderly Delicious,Hotel,BEAUMONT HOSPITAL - TRENTON,Psychiatric
Stoneland Tower,2503 kennedy ohio feeder,Miof mela Haverson,(904) 971-9510,m.mela@abc.com,5,75698,26,2,83,Store596,Mall596,5.8,3.3,3.5,2,3,1666,843,4,Childrens House,Icecream,OAKLAWN HOSPITAL,Trauma centre
Violetlight Apartment,9452 south shore,Donn Breslow,(813) 188-2546,d.breslow@abc.com,2.8,76710,25,3,159,Store899,Mall899,2.3,8,10.2,2,2,1650,547,4,Ralphs Famous Italian Ices,Icecream,FOREST HEALTH MEDICAL CENTER,Rehabilitation
Linbourne Residency,6564 dakin,Dillon Duckworth,(929) 684-7100,d.duckworth@abc.com,5,75755,30,5,78,Store24,Mall24,3.6,3.7,2,1,1,3603,1806,2,Ralphs Ices,Icecream,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Children's hospital
Prybush Heights,6097 hobbie,Lonni Dangerfield,(410) 228-8008,l.dangerfield@abc.com,4.4,76099,17,11,163,Store797,Mall797,4.3,10.8,5.5,1,1,4435,584,3,Allegany Mountain Resort,Resort,HENRY FORD WYANDOTTE HOSPITAL,Geriatric
Wyverntown Tower,1706 gullikson,Nevin Ruback,(907) 525-5395,n.ruback@abc.com,1.7,74192,26,10,104,Store151,Mall151,1.1,2.1,2.9,2,2,2490,406,4,Prince Umberto Ii,FineDining,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Psychiatric
Newcrest Apartment,3918 dover,Adelaide Markey,(718) 703-6729,a.markey@abc.com,2.4,76782,7,4,98,Store563,Mall563,1.7,5.9,3.9,1,1,2562,1847,3,Hayloft Pub,Pub,GARDEN CITY HOSPITAL,Trauma centre
Redrose Residency,5838 oak,Sascha Mas-colell,(308) 113-8467,s.mas-colell@abc.com,1.1,76391,30,6,83,Store183,Mall183,6.2,3,4.9,1,1,2944,1257,4,Homer Fire Dept Community Bldg,Cafeteria,MCLAREN PORT HURON,Rehabilitation
Deepway Heights,5992 stevenson dan ryan ib,Philippa Cai,(208) 747-3134,p.cai@abc.com,4.4,76085,12,3,97,Store547,Mall547,10.2,3.7,1.2,1,1,2964,1464,4,Villa Vitale,Resort,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Children's hospital
Fieldmont Tower,7405 dan ryan 53rd st,Reagan Conlin,(321) 251-4459,r.conlin@abc.com,3.6,75748,24,2,82,Store801,Mall801,2.3,4,1.8,2,2,2382,785,3,Sandwich Works Cafe,Takeout,OAKLAWN HOSPITAL,Geriatric
Moorley Apartment,5079 kirkland,Shanan Harry,(860) 480-0035,s.harry@abc.com,5,73566,22,8,154,Store751,Mall751,7,1.2,6.3,2,3,1871,1869,4,Iannellis,FineDining,MIDMICHIGAN MEDICAL CENTER-CLARE,Psychiatric
Fogbeach Residency,3031 lincoln park,Ignaz Silvera,(414) 841-5755,i.silvera@abc.com,1.4,72439,11,10,80,Store41,Mall41,1.9,1.7,10.3,1,1,1769,1677,2,Grand Royale Hotel,Hotel,ST JOSEPH MERCY HOSPITAL,Trauma centre
Westermarble Heights,75 dauphin,Carlie Rapping,(925) 333-5272,c.rapping@abc.com,2.2,75761,27,3,128,Store539,Mall539,7.5,6.1,2.4,2,3,3671,899,2,Jcc Coffee Shop,Coffeehouse,ST JOHN RIVER DISTRICT HOSPITAL,Rehabilitation
Icemoor Tower,8528 wolcott,Adolpho Ash-bernal,(571) 925-4821,a.ash-bernal@abc.com,4.4,76776,18,2,158,Store303,Mall303,1.6,10.3,7,2,2,3875,1663,2,The Greenstone At Mels Bakery & Cafe Fse,Bakery,MCLAREN OAKLAND,Children's hospital
Waynesse Apartment,7854 new,Cristian Schama,(781) 183-6076,c.schama@abc.com,4.3,76036,14,10,90,Store344,Mall344,7.7,2.3,1.5,1,1,2804,760,2,Balmoral Home,Hotel,MCLAREN MACOMB,Geriatric
Snowley Residency,7887 chicago skyway st lawrence av,Tobin Mazus,(406) 377-2462,t.mazus@abc.com,5,76832,17,11,95,Store532,Mall532,3.8,7.7,7.9,2,3,1682,1432,3,Canton Express Restaurant,Hotel,BEAUMONT HOSPITAL - FARMINGTON HILLS,Psychiatric
Grassshore Heights,3938 hawthorne,Tanitansy Buckley,(424) 722-3927,t.buckley@abc.com,4.7,75746,22,10,134,Store30,Mall30,6.6,1.5,1.4,2,2,2217,1580,2,Beggars Pizza,Pizzeria,ST JOSEPH MERCY HOSPITAL,Trauma centre
Winterview Tower,6188 wacker lower,Burnaby Vitali,(469) 175-0628,b.vitali@abc.com,5,74453,13,6,180,Store686,Mall686,5,7.8,7.9,1,1,3615,836,2,Pandali Restaurant,Cafe,MCLAREN PORT HURON,Rehabilitation
Coldgate Apartment,1656 cornelia,Omar Bochnak,(202) 283-5022,o.bochnak@abc.com,2.8,74720,22,10,135,Store258,Mall258,8.9,1.8,3.7,2,2,2796,1667,3,Ponys Pub,Pub,MCLAREN LAPEER REGION,Children's hospital
Coldloch Residency,4912 polk,Tanitansy Buckley,(424) 722-3927,t.buckley@abc.com,3.4,76169,28,10,67,Store629,Mall629,2.5,7.2,6.1,2,3,3392,1081,2,Joshuas Cafe,Cafe,ST JOHN RIVER DISTRICT HOSPITAL,Geriatric
Raywyn Heights,855 springfield,Tomi Predetti,(339) 290-2195,t.predetti@abc.com,5,77847,22,8,70,Store997,Mall997,4.6,3.6,4.8,2,2,3744,1649,2,Mangiamo Pizza,Pizzeria,BEAUMONT HOSPITAL - FARMINGTON HILLS,Psychiatric
Westermeadow Tower,6236 26th,Lucius Rieffel,(430) 673-3582,l.rieffel@abc.com,3.4,75748,24,2,82,Store771,Mall771,9.6,6.1,8.9,2,3,3039,1893,4,Candlelight Tavern,Cafe,METRO HEALTH HOSPITAL,Trauma centre
Starrywinter Apartment,5494 chicago skyway st lawrence av,Korry Greenwald,(551) 949-3215,k.greenwald@abc.com,3.1,74410,29,3,60,Store732,Mall732,2.1,4.4,2.3,2,3,2748,1700,3,A & R Bakery,Bakery,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Rehabilitation
Eriwick Residency,1591 126th,Fleming Ozkaynak,(509) 557-7292,f.ozkaynak@abc.com,3.5,76994,20,4,77,Store888,Mall888,3.5,8.2,4.7,1,1,2797,1045,2,Hotel Roosevelt,FineDining,MIDMICHIGAN MEDICAL CENTER-CLARE,Children's hospital
Lightston Heights,5201 redwood,Pollyanna Biscay,(951) 163-1107,p.biscay@abc.com,2.8,72813,15,11,144,Store819,Mall819,5.9,2.4,9.4,2,2,2070,1089,2,Grammies Place,Takeout,MCLAREN PORT HURON,Geriatric
Dorwall Tower,6638 ridgewood,Marysa Klumpar,(323) 646-7060,m.klumpar@abc.com,2.8,76169,28,10,67,Store667,Mall667,6.9,4.6,2.1,2,3,3996,1479,4,Kikkos Koffee House,Coffehouse,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Crystalham Apartment,2435 112th,Kirbie Hamwey,(408) 629-8561,k.hamwey@abc.com,1.8,77423,5,6,101,Store757,Mall757,9.3,9,3.6,2,3,3409,1988,3,Staybridge Suites Dia,Hotel,SPARROW CARSON HOSPITAL,Trauma centre
Icewheat Residency,1129 tom,Debbi Koenig,(442) 893-3928,d.koenig@abc.com,5,74620,7,6,98,Store304,Mall304,7,2.7,5.4,1,1,2813,1324,2,Groovy Granola,Hotel,HENRY FORD WYANDOTTE HOSPITAL,Rehabilitation
Aldmarble Heights,1482 colfax,Pancho Korsman,(610) 461-6403,p.korsman@abc.com,5,75191,23,11,106,Store301,Mall301,8,3.9,6.5,2,2,3437,1454,3,Watkins Glen State Park Lower Gorge Snack,Cafe,MCLAREN PORT HURON,Children's hospital
Marblemont Tower,8211 chicora,Zebulon Faliva,(360) 938-2183,z.faliva@abc.com,5,72402,24,6,185,Store460,Mall460,10.8,5.5,9.4,2,2,2157,839,3,Cool Beans Playhouse ,Cafe,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Geriatric
Stoneelf Apartment,9049 avenue e,Maura Hasselblatt,(904) 747-1624,m.hasselblatt@abc.com,1.7,77568,17,4,171,Store830,Mall830,2.5,6.4,7.7,2,3,4471,1985,3,Tulip Caterer,FineDining,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Starryhollow Residency,3961 monticello,Tulley Chmelka,(762) 274-1182,t.chmelka@abc.com,4.6,72930,30,6,157,Store194,Mall194,6.4,9.5,7.3,1,1,1913,470,2,Dear Sub,Takeout,BEAUMONT HOSPITAL - FARMINGTON HILLS,Trauma centre
Blackice Heights,1342 hartland,Bobinette Vasquez,(787) 341-2396,b.vasquez@abc.com,2.3,73370,29,10,64,Store155,Mall155,4.1,7.1,10.5,1,1,1576,1024,3,Fuffi 2000,FineDining,MCLAREN OAKLAND,Rehabilitation
Summerwolf Tower,8534 anthony,Wyatt De avignon,(515) 889-4715,w.de@abc.com,3.9,74673,17,11,74,Store526,Mall526,2.1,7.9,2.3,2,3,4347,1831,4,Smother Brothers,FineDining,ST JOHN HOSPITAL AND MEDICAL CENTER,Children's hospital
Normarsh Apartment,9792 norwood,Araldo Sterne,(276) 305-2640,a.sterne@abc.com,5,75533,21,2,126,Store246,Mall246,9.4,10.8,6.8,2,3,3376,1870,4,Franklin Square Senior Center,FineDining,MCLAREN MACOMB,Geriatric
Beachhaven Residency,4111 kennedy jackson bl,Paige Colantoni,(269) 555-5204,p.colantoni@abc.com,3,74410,29,3,60,Store443,Mall443,1.7,2.5,4.7,2,2,3540,1406,4,Christian Faith Fellowship,Coffehouse,MCLAREN LAPEER REGION,Psychiatric
Greyfort Heights,7889 cherry,Tessi Sorvillo,(440) 451-8286,t.sorvillo@abc.com,3.9,75184,11,5,89,Store151,Mall151,7.9,6,2.8,1,1,2074,1681,4,Basil Docs Crestmoor,Coffehouse,MCLAREN GREATER LANSING,Trauma centre
Vertrock Tower,5408 aberdeen,Jori Gallagher,(734) 284-8154,j.gallagher@abc.com,2.9,74184,23,10,87,Store115,Mall115,7,4.9,9.8,1,1,3843,969,4,Gianas Deli & Catering,FineDining,BEAUMONT HOSPITAL - FARMINGTON HILLS,Rehabilitation
